county_code,income,loan_amount
1001.0,45.0,145000.0
1003.0,48.0,155000.0
1005.0,28.0,85000.0
1007.0,36.0,75000.0
1009.0,37.0,125000.0
1011.0,30.0,55000.0
1013.0,32.5,70000.0
1015.0,35.0,95000.0
1017.0,31.0,85000.0
1019.0,36.5,85000.0
1021.0,36.5,95000.0
1023.0,28.0,55000.0
1025.0,40.0,95000.0
1027.0,35.0,75000.0
1029.0,38.0,125000.0
1031.0,44.0,115000.0
1033.0,34.5,85000.0
1035.0,32.0,65000.0
1037.0,43.0,105000.0
1039.0,34.0,85000.0
1041.0,37.5,75000.0
1043.0,38.0,105000.0
1045.0,36.0,95000.0
1047.0,34.0,85000.0
1049.0,34.0,95000.0
1051.0,41.0,135000.0
1053.0,36.0,95000.0
1055.0,34.0,100000.0
1057.0,33.0,75000.0
1059.0,33.0,75000.0
1061.0,33.0,85000.0
1063.0,31.5,55000.0
1065.0,36.0,85000.0
1067.0,41.0,105000.0
1069.0,37.0,105000.0
1071.0,40.0,95000.0
1073.0,44.0,135000.0
1075.0,31.0,75000.0
1077.0,37.0,95000.0
1079.0,35.0,85000.0
1081.0,46.0,155000.0
1083.0,44.0,135000.0
1085.0,30.0,95000.0
1087.0,25.0,75000.0
1089.0,48.0,155000.0
1091.0,44.0,85000.0
1093.0,29.0,85000.0
1095.0,35.0,105000.0
1097.0,38.0,115000.0
1099.0,32.5,75000.0
1101.0,40.0,115000.0
1103.0,36.0,105000.0
1105.0,30.5,45000.0
1107.0,32.0,75000.0
1109.0,40.5,135000.0
1111.0,39.0,105000.0
1113.0,39.0,125000.0
1115.0,43.0,155000.0
1117.0,48.0,165000.0
1119.0,33.0,55000.0
1121.0,34.0,85000.0
1123.0,43.0,105000.0
1125.0,41.0,145000.0
1127.0,36.0,95000.0
1129.0,43.0,95000.0
1131.0,32.0,65000.0
1133.0,38.5,85000.0
2016.0,98.0,265000.0
2020.0,60.0,225000.0
2050.0,70.0,275000.0
2060.0,59.0,210000.0
2068.0,51.0,255000.0
2070.0,65.0,225000.0
2090.0,60.0,205000.0
2100.0,35.0,165000.0
2105.0,38.0,185000.0
2110.0,67.0,275000.0
2122.0,50.0,185000.0
2130.0,61.0,245000.0
2150.0,69.0,305000.0
2158.0,51.0,185000.0
2164.0,66.0,135000.0
2170.0,55.0,205000.0
2180.0,66.0,235000.0
2185.0,62.0,115000.0
2188.0,69.0,250000.0
2195.0,67.0,245000.0
2198.0,52.0,145000.0
2220.0,70.5,370000.0
2230.0,64.0,215000.0
2240.0,61.5,245000.0
2261.0,61.0,195000.0
2275.0,72.0,225000.0
2282.0,110.0,275000.0
2290.0,114.0,115000.0
4001.0,37.0,115000.0
4003.0,39.0,115000.0
4005.0,60.0,245000.0
4007.0,43.0,145000.0
4009.0,43.0,135000.0
4011.0,44.0,125000.0
4012.0,41.5,145000.0
4013.0,50.0,205000.0
4015.0,40.0,135000.0
4017.0,45.0,145000.0
4019.0,44.0,155000.0
4021.0,44.0,175000.0
4023.0,36.0,125000.0
4025.0,46.0,185000.0
4027.0,36.0,125000.0
5001.0,32.0,85000.0
5003.0,37.5,60000.0
5005.0,33.0,95000.0
5007.0,47.0,155000.0
5009.0,31.0,85000.0
5011.0,24.5,60000.0
5013.0,48.0,70000.0
5015.0,36.0,115000.0
5017.0,36.5,65000.0
5019.0,41.5,95000.0
5021.0,31.0,65000.0
5023.0,36.0,95000.0
5025.0,41.0,70000.0
5027.0,48.0,85000.0
5029.0,33.0,85000.0
5031.0,40.0,125000.0
5033.0,35.0,95000.0
5035.0,36.0,105000.0
5037.0,36.0,90000.0
5039.0,32.0,105000.0
5041.0,27.0,75000.0
5043.0,38.0,85000.0
5045.0,41.0,130000.0
5047.0,33.0,85000.0
5049.0,33.0,85000.0
5051.0,37.0,105000.0
5053.0,39.0,115000.0
5055.0,36.0,105000.0
5057.0,30.0,65000.0
5059.0,32.0,85000.0
5061.0,42.0,85000.0
5063.0,35.0,85000.0
5065.0,33.0,75000.0
5067.0,30.0,65000.0
5069.0,36.0,85000.0
5071.0,31.0,85000.0
5073.0,30.5,95000.0
5075.0,29.0,65000.0
5077.0,18.5,55000.0
5079.0,34.5,75000.0
5081.0,35.5,65000.0
5083.0,34.0,85000.0
5085.0,41.0,125000.0
5087.0,33.0,105000.0
5089.0,32.0,85000.0
5091.0,37.0,95000.0
5093.0,36.0,75000.0
5095.0,32.0,55000.0
5097.0,41.0,75000.0
5099.0,34.0,55000.0
5101.0,38.0,85000.0
5103.0,32.0,75000.0
5105.0,33.0,65000.0
5107.0,33.0,75000.0
5109.0,32.5,80000.0
5111.0,31.0,75000.0
5113.0,28.0,85000.0
5115.0,35.0,105000.0
5117.0,37.5,85000.0
5119.0,42.0,125000.0
5121.0,34.0,85000.0
5123.0,34.0,75000.0
5125.0,44.0,135000.0
5127.0,30.0,75000.0
5129.0,29.0,85000.0
5131.0,35.0,95000.0
5133.0,32.0,45000.0
5135.0,27.5,65000.0
5137.0,41.0,95000.0
5139.0,37.0,85000.0
5141.0,31.0,75000.0
5143.0,43.0,145000.0
5145.0,35.0,95000.0
5147.0,28.5,80000.0
5149.0,29.5,85000.0
6001.0,118.0,505000.0
6003.0,133.0,200000.0
6005.0,59.0,215000.0
6007.0,50.0,195000.0
6009.0,63.0,245000.0
6011.0,51.0,215000.0
6013.0,91.0,395000.0
6015.0,47.0,165000.0
6017.0,74.0,295000.0
6019.0,49.0,195000.0
6021.0,46.0,185000.0
6023.0,53.0,235000.0
6025.0,46.0,165000.0
6027.0,65.5,210000.0
6029.0,47.0,175000.0
6031.0,49.0,185000.0
6033.0,47.0,165000.0
6035.0,45.5,145000.0
6037.0,84.0,365000.0
6039.0,51.0,215000.0
6041.0,139.0,555000.0
6043.0,57.5,215000.0
6045.0,60.5,265000.0
6047.0,52.0,215000.0
6049.0,29.0,95000.0
6051.0,94.0,275000.0
6053.0,80.0,365000.0
6055.0,93.5,415000.0
6057.0,72.0,285000.0
6059.0,97.0,415000.0
6061.0,80.0,325000.0
6063.0,51.0,165000.0
6065.0,64.0,265000.0
6067.0,60.0,255000.0
6069.0,96.0,455000.0
6071.0,57.0,225000.0
6073.0,83.0,375000.0
6075.0,164.0,675000.0
6077.0,62.0,255000.0
6079.0,80.0,355000.0
6081.0,159.0,685000.0
6083.0,75.0,325000.0
6085.0,141.0,605000.0
6087.0,104.0,455000.0
6089.0,50.0,195000.0
6091.0,46.0,175000.0
6093.0,40.0,145000.0
6095.0,74.0,335000.0
6097.0,87.0,385000.0
6099.0,56.0,235000.0
6101.0,52.0,225000.0
6103.0,46.0,175000.0
6105.0,41.0,155000.0
6107.0,46.0,175000.0
6109.0,55.0,195000.0
6111.0,86.0,405000.0
6113.0,72.5,310000.0
6115.0,55.0,235000.0
8001.0,59.0,275000.0
8003.0,47.0,145000.0
8005.0,59.0,255000.0
8007.0,54.5,210000.0
8009.0,35.5,125000.0
8011.0,27.0,90000.0
8013.0,76.0,315000.0
8014.0,77.5,325000.0
8015.0,59.0,265000.0
8017.0,22.0,55000.0
8019.0,64.0,275000.0
8021.0,38.0,125000.0
8023.0,40.0,115000.0
8025.0,31.0,65000.0
8027.0,46.0,175000.0
8029.0,36.0,155000.0
8031.0,62.0,275000.0
8033.0,55.5,130000.0
8035.0,80.0,345000.0
8037.0,79.0,335000.0
8039.0,75.0,325000.0
8041.0,54.0,245000.0
8043.0,42.0,165000.0
8045.0,53.0,225000.0
8047.0,58.0,295000.0
8049.0,83.5,265000.0
8051.0,63.0,255000.0
8053.0,57.5,220000.0
8055.0,39.0,105000.0
8057.0,46.5,165000.0
8059.0,66.0,285000.0
8061.0,18.0,55000.0
8063.0,39.0,125000.0
8065.0,55.0,245000.0
8067.0,57.0,245000.0
8069.0,62.0,275000.0
8071.0,41.0,115000.0
8073.0,30.0,105000.0
8075.0,36.0,125000.0
8077.0,42.0,175000.0
8079.0,78.0,195000.0
8081.0,39.5,125000.0
8083.0,40.0,145000.0
8085.0,43.0,175000.0
8087.0,46.5,175000.0
8089.0,32.0,85000.0
8091.0,70.0,245000.0
8093.0,61.0,265000.0
8095.0,37.0,135000.0
8097.0,76.5,275000.0
8099.0,33.0,75000.0
8101.0,39.0,135000.0
8103.0,36.5,110000.0
8105.0,36.5,125000.0
8107.0,73.5,255000.0
8109.0,38.0,145000.0
8111.0,73.0,260000.0
8113.0,72.0,275000.0
8115.0,29.0,85000.0
8117.0,96.0,315000.0
8119.0,53.0,235000.0
8121.0,39.5,120000.0
8123.0,58.0,265000.0
8125.0,36.0,125000.0
9001.0,68.0,235000.0
9003.0,51.0,155000.0
9005.0,48.0,145000.0
9007.0,56.0,175000.0
9009.0,52.0,155000.0
9011.0,51.0,155000.0
9013.0,54.0,165000.0
9015.0,47.0,160000.0
10001.0,46.0,175000.0
10003.0,47.0,175000.0
10005.0,53.0,185000.0
11001.0,85.0,335000.0
12001.0,48.0,155000.0
12003.0,45.5,145000.0
12005.0,47.0,165000.0
12007.0,37.0,125000.0
12009.0,45.5,155000.0
12011.0,54.0,195000.0
12013.0,34.0,95000.0
12015.0,43.0,145000.0
12017.0,36.0,105000.0
12019.0,46.0,165000.0
12021.0,61.0,225000.0
12023.0,37.0,115000.0
12027.0,35.0,115000.0
12029.0,34.5,90000.0
12031.0,44.0,145000.0
12033.0,44.0,135000.0
12035.0,46.0,175000.0
12037.0,53.0,140000.0
12039.0,37.0,115000.0
12041.0,36.0,105000.0
12043.0,39.5,120000.0
12045.0,49.0,145000.0
12047.0,34.5,90000.0
12049.0,35.0,125000.0
12051.0,37.0,145000.0
12053.0,38.0,135000.0
12055.0,34.0,115000.0
12057.0,48.0,185000.0
12059.0,31.5,75000.0
12061.0,45.0,155000.0
12063.0,35.0,95000.0
12065.0,45.0,125000.0
12067.0,44.0,135000.0
12069.0,48.0,175000.0
12071.0,47.0,175000.0
12073.0,44.0,135000.0
12075.0,35.0,105000.0
12077.0,24.5,90000.0
12079.0,35.0,95000.0
12081.0,54.0,195000.0
12083.0,37.0,125000.0
12085.0,56.0,175000.0
12086.0,56.0,225000.0
12087.0,85.0,365000.0
12089.0,55.0,195000.0
12091.0,50.0,185000.0
12093.0,38.0,125000.0
12095.0,51.0,195000.0
12097.0,48.0,205000.0
12099.0,54.0,185000.0
12101.0,43.0,135000.0
12103.0,49.0,165000.0
12105.0,42.0,165000.0
12107.0,34.0,95000.0
12109.0,62.0,215000.0
12111.0,46.0,175000.0
12113.0,49.0,175000.0
12115.0,49.0,175000.0
12117.0,50.0,195000.0
12119.0,56.0,165000.0
12121.0,35.0,105000.0
12123.0,37.0,105000.0
12125.0,40.5,125000.0
12127.0,43.0,155000.0
12129.0,40.0,125000.0
12131.0,67.0,225000.0
12133.0,36.0,105000.0
13001.0,30.5,75000.0
13003.0,28.0,65000.0
13005.0,32.0,85000.0
13007.0,41.0,115000.0
13009.0,44.0,125000.0
13011.0,39.0,155000.0
13013.0,42.0,165000.0
13015.0,41.0,155000.0
13017.0,38.0,85000.0
13019.0,36.0,85000.0
13021.0,38.5,105000.0
13023.0,37.0,75000.0
13025.0,32.0,85000.0
13027.0,31.0,90000.0
13029.0,54.0,175000.0
13031.0,44.0,135000.0
13033.0,41.0,115000.0
13035.0,39.0,125000.0
13037.0,25.0,65000.0
13039.0,47.0,145000.0
13043.0,36.0,105000.0
13045.0,39.0,135000.0
13047.0,40.0,125000.0
13049.0,42.0,115000.0
13051.0,48.0,155000.0
13053.0,33.0,75000.0
13055.0,32.5,85000.0
13057.0,55.0,205000.0
13059.0,42.0,135000.0
13061.0,36.5,100000.0
13063.0,35.0,125000.0
13065.0,31.0,90000.0
13067.0,55.0,195000.0
13069.0,33.0,100000.0
13071.0,36.0,95000.0
13073.0,51.0,165000.0
13075.0,36.0,85000.0
13077.0,51.0,175000.0
13079.0,36.0,115000.0
13081.0,37.5,105000.0
13083.0,43.0,135000.0
13085.0,48.0,190000.0
13087.0,30.0,115000.0
13089.0,47.0,155000.0
13091.0,34.0,75000.0
13093.0,36.0,75000.0
13095.0,37.0,95000.0
13097.0,41.0,155000.0
13099.0,33.0,75000.0
13101.0,35.0,95000.0
13103.0,46.0,155000.0
13105.0,31.0,95000.0
13107.0,33.0,85000.0
13109.0,28.0,95000.0
13111.0,55.0,165000.0
13113.0,62.0,215000.0
13115.0,35.0,105000.0
13117.0,67.0,245000.0
13119.0,37.0,115000.0
13121.0,57.0,185000.0
13123.0,49.0,155000.0
13125.0,36.0,125000.0
13127.0,47.0,145000.0
13129.0,36.0,125000.0
13131.0,37.0,105000.0
13133.0,60.0,190000.0
13135.0,48.0,185000.0
13137.0,39.0,135000.0
13139.0,44.0,165000.0
13141.0,48.0,110000.0
13143.0,40.0,120000.0
13145.0,56.0,185000.0
13147.0,41.0,115000.0
13149.0,40.0,125000.0
13151.0,46.0,165000.0
13153.0,43.0,125000.0
13155.0,42.5,90000.0
13157.0,48.0,175000.0
13159.0,44.5,140000.0
13161.0,30.0,75000.0
13163.0,44.0,85000.0
13165.0,35.0,85000.0
13167.0,33.5,80000.0
13169.0,43.0,125000.0
13171.0,37.0,115000.0
13173.0,40.0,120000.0
13175.0,40.0,105000.0
13177.0,45.0,130000.0
13179.0,44.0,125000.0
13181.0,41.0,125000.0
13183.0,46.0,145000.0
13185.0,43.0,135000.0
13187.0,46.5,165000.0
13189.0,38.0,115000.0
13191.0,38.0,125000.0
13193.0,23.5,60000.0
13195.0,36.0,135000.0
13197.0,42.0,120000.0
13199.0,36.0,115000.0
13201.0,35.0,90000.0
13205.0,35.0,85000.0
13207.0,51.5,145000.0
13209.0,41.0,95000.0
13211.0,53.0,175000.0
13213.0,34.0,105000.0
13215.0,40.0,115000.0
13217.0,40.0,145000.0
13219.0,66.0,225000.0
13221.0,40.0,125000.0
13223.0,45.0,165000.0
13225.0,41.0,125000.0
13227.0,45.0,155000.0
13229.0,42.0,130000.0
13231.0,46.0,145000.0
13233.0,35.0,105000.0
13235.0,37.0,95000.0
13237.0,52.0,155000.0
13239.0,51.0,45000.0
13241.0,45.0,135000.0
13243.0,23.0,60000.0
13245.0,38.0,105000.0
13247.0,40.0,145000.0
13249.0,54.0,115000.0
13251.0,36.0,85000.0
13253.0,38.0,75000.0
13255.0,37.0,125000.0
13257.0,36.0,105000.0
13259.0,34.0,65000.0
13261.0,36.0,85000.0
13263.0,43.0,115000.0
13265.0,38.0,140000.0
13267.0,32.0,90000.0
13269.0,35.0,85000.0
13271.0,33.0,75000.0
13273.0,33.0,75000.0
13275.0,40.0,125000.0
13277.0,41.0,125000.0
13279.0,37.0,105000.0
13281.0,44.0,125000.0
13283.0,30.5,80000.0
13285.0,39.0,125000.0
13287.0,28.0,90000.0
13289.0,32.0,85000.0
13291.0,47.0,145000.0
13293.0,33.0,85000.0
13295.0,35.0,115000.0
13297.0,47.0,165000.0
13299.0,34.0,85000.0
13301.0,34.0,85000.0
13303.0,39.0,75000.0
13305.0,36.0,95000.0
13307.0,39.0,75000.0
13309.0,30.0,50000.0
13311.0,44.0,145000.0
13313.0,33.0,115000.0
13315.0,30.0,65000.0
13317.0,28.0,75000.0
13319.0,37.0,80000.0
13321.0,39.0,85000.0
15001.0,60.0,235000.0
15003.0,78.0,365000.0
15007.0,87.5,435000.0
15009.0,79.0,365000.0
16001.0,54.0,225000.0
16003.0,44.0,125000.0
16005.0,37.0,125000.0
16007.0,47.0,115000.0
16009.0,41.0,125000.0
16011.0,37.0,135000.0
16013.0,61.5,235000.0
16015.0,48.5,190000.0
16017.0,50.0,195000.0
16019.0,41.0,155000.0
16021.0,40.0,145000.0
16023.0,27.0,75000.0
16025.0,40.0,115000.0
16027.0,42.0,175000.0
16029.0,42.0,115000.0
16031.0,38.0,140000.0
16033.0,40.0,145000.0
16035.0,39.0,95000.0
16037.0,47.0,145000.0
16039.0,37.0,125000.0
16041.0,40.0,155000.0
16043.0,42.0,145000.0
16045.0,39.0,155000.0
16047.0,34.0,115000.0
16049.0,41.0,125000.0
16051.0,48.0,165000.0
16053.0,37.0,125000.0
16055.0,51.0,225000.0
16057.0,50.0,175000.0
16059.0,41.0,145000.0
16061.0,38.0,75000.0
16063.0,41.0,145000.0
16065.0,46.0,175000.0
16067.0,36.0,125000.0
16069.0,46.0,165000.0
16071.0,39.0,115000.0
16073.0,39.0,135000.0
16075.0,40.0,145000.0
16077.0,42.0,135000.0
16079.0,35.0,115000.0
16081.0,62.0,265000.0
16083.0,38.0,135000.0
16085.0,60.0,205000.0
16087.0,33.0,95000.0
17001.0,35.0,85000.0
17003.0,38.0,85000.0
17005.0,36.0,75000.0
17007.0,43.5,115000.0
17009.0,39.5,85000.0
17011.0,38.0,75000.0
17013.0,45.5,80000.0
17015.0,42.0,70000.0
17017.0,33.0,80000.0
17019.0,42.0,105000.0
17021.0,30.0,65000.0
17023.0,34.0,70000.0
17025.0,31.0,75000.0
17027.0,42.0,95000.0
17029.0,36.0,75000.0
17031.0,53.0,165000.0
17033.0,30.0,65000.0
17035.0,36.0,85000.0
17037.0,44.0,125000.0
17039.0,34.5,80000.0
17041.0,34.0,75000.0
17043.0,58.0,185000.0
17045.0,37.0,65000.0
17047.0,34.0,55000.0
17049.0,38.5,105000.0
17051.0,37.0,75000.0
17053.0,34.0,75000.0
17055.0,35.0,65000.0
17057.0,31.0,55000.0
17059.0,26.5,40000.0
17061.0,34.0,55000.0
17063.0,53.0,155000.0
17065.0,47.0,65000.0
17067.0,31.0,65000.0
17069.0,26.0,35000.0
17071.0,33.0,65000.0
17073.0,38.5,75000.0
17075.0,40.0,80000.0
17077.0,36.0,65000.0
17079.0,31.0,75000.0
17081.0,35.0,75000.0
17083.0,40.0,75000.0
17085.0,40.0,95000.0
17087.0,44.5,105000.0
17089.0,50.0,165000.0
17091.0,41.0,105000.0
17093.0,53.0,165000.0
17095.0,33.0,65000.0
17097.0,54.0,155000.0
17099.0,42.0,95000.0
17101.0,33.0,65000.0
17103.0,43.0,95000.0
17105.0,37.0,85000.0
17107.0,35.0,65000.0
17109.0,33.0,55000.0
17111.0,49.0,155000.0
17113.0,44.0,115000.0
17115.0,37.0,65000.0
17117.0,34.0,65000.0
17119.0,39.0,85000.0
17121.0,34.0,65000.0
17123.0,34.0,75000.0
17125.0,35.5,65000.0
17127.0,28.0,70000.0
17129.0,40.0,85000.0
17131.0,36.0,75000.0
17133.0,53.0,145000.0
17135.0,35.0,65000.0
17137.0,35.5,75000.0
17139.0,35.0,65000.0
17141.0,41.0,95000.0
17143.0,37.0,75000.0
17145.0,35.0,55000.0
17147.0,39.0,85000.0
17149.0,33.0,65000.0
17151.0,33.0,90000.0
17153.0,27.5,75000.0
17155.0,38.0,85000.0
17157.0,35.0,75000.0
17159.0,37.0,85000.0
17161.0,36.0,85000.0
17163.0,42.0,95000.0
17165.0,33.0,55000.0
17167.0,42.0,85000.0
17169.0,34.0,65000.0
17171.0,30.0,55000.0
17173.0,36.5,70000.0
17175.0,28.0,60000.0
17177.0,33.0,65000.0
17179.0,37.0,75000.0
17181.0,35.5,70000.0
17183.0,35.0,65000.0
17185.0,33.0,65000.0
17187.0,38.0,75000.0
17189.0,41.0,95000.0
17191.0,31.0,55000.0
17193.0,34.0,65000.0
17195.0,33.0,75000.0
17197.0,51.5,155000.0
17199.0,39.0,85000.0
17201.0,35.0,85000.0
17203.0,42.5,105000.0
18001.0,32.0,95000.0
18003.0,36.0,105000.0
18005.0,39.0,125000.0
18007.0,33.0,95000.0
18009.0,32.0,65000.0
18011.0,54.0,165000.0
18013.0,49.0,155000.0
18015.0,37.0,95000.0
18017.0,31.0,75000.0
18019.0,37.0,125000.0
18021.0,32.0,85000.0
18023.0,35.0,95000.0
18025.0,35.0,75000.0
18027.0,38.0,95000.0
18029.0,43.0,125000.0
18031.0,35.0,115000.0
18033.0,37.0,105000.0
18035.0,35.0,75000.0
18037.0,36.0,115000.0
18039.0,37.0,115000.0
18041.0,29.0,65000.0
18043.0,39.0,125000.0
18045.0,34.0,85000.0
18047.0,39.5,115000.0
18049.0,33.5,75000.0
18051.0,36.0,85000.0
18053.0,31.0,75000.0
18055.0,33.0,75000.0
18057.0,60.0,195000.0
18059.0,47.0,155000.0
18061.0,40.0,125000.0
18063.0,48.0,155000.0
18065.0,33.0,75000.0
18067.0,34.0,85000.0
18069.0,34.0,85000.0
18071.0,35.0,105000.0
18073.0,42.0,135000.0
18075.0,32.0,75000.0
18077.0,37.0,95000.0
18079.0,36.0,95000.0
18081.0,44.0,145000.0
18083.0,34.0,75000.0
18085.0,39.0,115000.0
18087.0,44.0,115000.0
18089.0,41.0,125000.0
18091.0,35.5,95000.0
18093.0,34.0,95000.0
18095.0,34.0,85000.0
18097.0,39.0,125000.0
18099.0,37.0,105000.0
18101.0,34.0,85000.0
18103.0,31.0,75000.0
18105.0,47.0,145000.0
18107.0,34.0,95000.0
18109.0,41.0,135000.0
18111.0,33.0,95000.0
18113.0,36.0,105000.0
18115.0,41.0,105000.0
18117.0,35.0,85000.0
18119.0,38.0,115000.0
18121.0,31.0,75000.0
18123.0,32.0,75000.0
18125.0,35.0,85000.0
18127.0,49.0,145000.0
18129.0,37.0,95000.0
18131.0,30.5,75000.0
18133.0,38.0,115000.0
18135.0,30.0,65000.0
18137.0,34.0,115000.0
18139.0,32.0,85000.0
18141.0,37.0,95000.0
18143.0,34.0,95000.0
18145.0,37.0,105000.0
18147.0,39.5,105000.0
18149.0,34.0,95000.0
18151.0,37.0,115000.0
18153.0,35.0,75000.0
18155.0,38.0,105000.0
18157.0,39.0,125000.0
18159.0,40.0,95000.0
18161.0,37.0,85000.0
18163.0,35.0,95000.0
18165.0,34.0,55000.0
18167.0,34.0,75000.0
18169.0,30.0,85000.0
18171.0,35.0,85000.0
18173.0,41.0,125000.0
18175.0,31.0,95000.0
18177.0,31.0,75000.0
18179.0,35.0,105000.0
18181.0,34.0,105000.0
18183.0,37.0,115000.0
19001.0,33.0,75000.0
19003.0,38.5,75000.0
19005.0,40.0,75000.0
19007.0,36.0,65000.0
19009.0,33.0,65000.0
19011.0,38.0,85000.0
19013.0,37.5,85000.0
19015.0,38.0,95000.0
19017.0,42.0,95000.0
19019.0,37.0,75000.0
19021.0,36.0,95000.0
19023.0,37.0,65000.0
19025.0,39.5,60000.0
19027.0,35.0,95000.0
19029.0,34.0,65000.0
19031.0,43.5,105000.0
19033.0,35.5,85000.0
19035.0,37.0,65000.0
19037.0,42.0,85000.0
19039.0,37.0,75000.0
19041.0,38.0,105000.0
19043.0,40.5,75000.0
19045.0,36.5,85000.0
19047.0,36.0,95000.0
